"","city","county","crime_rate_per_100000"
"2086","Glasford","Peoria",603.941007
"2087","Brimfield","Peoria",603.941007
"2088","Bellevue","Peoria",603.941007
"2089","Triana","Madison",603.3578174
"2090","Plevna","Madison",603.3578174
"2091","New Market","Madison",603.3578174
"2092","Owens Cross Roads","Madison",603.3578174
"2093","Moores Mill","Madison",603.3578174
"2094","Normal","Madison",603.3578174
"2095","Chase","Madison",603.3578174
"2096","Gurley","Madison",603.3578174
"2097","New Hope","Madison",603.3578174
"2098","Huntsville","Madison",603.3578174
"2099","Harvest","Madison",603.3578174
"2100","Madison","Madison",603.3578174
"2101","Meridianville","Madison",603.3578174
"2102","Hazel Green","Madison",603.3578174
"2103","Burlington","Calhoun",602.1686961
"2104","Tekonsha","Calhoun",602.1686961
"2105","Albion","Calhoun",602.1686961
"2106","Homer","Calhoun",602.1686961
"2107","Brownlee Park","Calhoun",602.1686961
"2108","Battle Creek","Calhoun",602.1686961
"2109","Marshall","Calhoun",602.1686961
"2110","Athens","Calhoun",602.1686961
"2111","Level Park","Calhoun",602.1686961
"2112","Springfield","Calhoun",602.1686961
"2113","Stuckey","Williamsburg",601.8084495
"2114","Kingstree","Williamsburg",601.8084495
"2115","Lane","Williamsburg",601.8084495
"2116","Cades","Williamsburg",601.8084495
"2117","Greeleyville","Williamsburg",601.8084495
"2118","Salters","Williamsburg",601.8084495
"2119","Nesmith","Williamsburg",601.8084495
"2120","Andrews","Williamsburg",601.8084495
"2121","Hemingway","Williamsburg",601.8084495
"2122","Codman","Roberts",601.6847172
"2123","Miami","Roberts",601.6847172
"2124","East Cleveland","Bradley",600.895452
"2125","South Cleveland","Bradley",600.895452
"2126","Hopewell","Bradley",600.895452
"2127","Charleston","Bradley",600.895452
"2128","Tasso","Bradley",600.895452
"2129","Wildwood Lake","Bradley",600.895452
"2130","Cleveland","Bradley",600.895452
"2131","Williamston","Anderson",600.0807801
"2132","Pendleton","Anderson",600.0807801
"2133","West Pelzer","Anderson",600.0807801
"2134","Sandy Springs","Anderson",600.0807801
"2135","Starr","Anderson",600.0807801
"2136","Belton","Anderson",600.0807801
"2137","Townville","Anderson",600.0807801
"2138","Powdersville","Anderson",600.0807801
"2139","Homeland Park","Anderson",600.0807801
"2140","Anderson","Anderson",600.0807801
"2141","Pelzer","Anderson",600.0807801
"2142","Gluck","Anderson",600.0807801
"2143","Piedmont","Anderson",600.0807801
"2144","Iva","Anderson",600.0807801
"2145","Northlake","Anderson",600.0807801
"2146","Honea Path","Anderson",600.0807801
"2147","Denver","Denver",599.0808243
"2148","Richburg","Chester",598.5634477
"2149","Eureka Mill","Chester",598.5634477
"2150","Rodman","Chester",598.5634477
"2151","Blackstock","Chester",598.5634477
"2152","Fort Lawn","Chester",598.5634477
"2153","Gayle Mill","Chester",598.5634477
"2154","Edgemoor","Chester",598.5634477
"2155","Great Falls","Chester",598.5634477
"2156","Lando","Chester",598.5634477
"2157","Cornwell","Chester",598.5634477
"2158","Chester","Chester",598.5634477
"2159","Lowrys","Chester",598.5634477
"2160","Calhoun","Lowndes",597.9631879
"2161","Lowndesboro","Lowndes",597.9631879
"2162","Letohatchee","Lowndes",597.9631879
"2163","Gordonville","Lowndes",597.9631879
"2164","Hayneville","Lowndes",597.9631879
"2165","Benton","Lowndes",597.9631879
"2166","Mosses","Lowndes",597.9631879
"2167","Fort Deposit","Lowndes",597.9631879
"2168","White Hall","Lowndes",597.9631879
"2169","Manack","Lowndes",597.9631879
"2170","Zapata Ranch","Willacy",597.6004744
"2171","San Perlita","Willacy",597.6004744
"2172","Port Mansfield","Willacy",597.6004744
"2173","Sebastian","Willacy",597.6004744
"2174","Santa Monica","Willacy",597.6004744
"2175","Lyford","Willacy",597.6004744
"2176","Lasara","Willacy",597.6004744
"2177","Ranchette Estates","Willacy",597.6004744
"2178","Raymondville","Willacy",597.6004744
"2179","Chicago Ridge","Cook",596.6569351
"2180","Willow Springs","Cook",596.6569351
"2181","Burbank","Cook",596.6569351
"2182","Harvey","Cook",596.6569351
"2183","South Holland","Cook",596.6569351
"2184","Maywood","Cook",596.6569351
"2185","Elk Grove Village","Cook",596.6569351
"2186","Countryside","Cook",596.6569351
"2187","Cicero","Cook",596.6569351
"2188","Kenilworth","Cook",596.6569351
"2189","River Forest","Cook",596.6569351
"2190","Evanston","Cook",596.6569351
"2191","Sunny Crest","Cook",596.6569351
"2192","Arlington Heights","Cook",596.6569351
"2193","Markham","Cook",596.6569351
"2194","Hillside","Cook",596.6569351
"2195","Chicago","Cook",596.6569351
"2196","Posen","Cook",596.6569351
"2197","Dixmoor","Cook",596.6569351
"2198","Hickory Hills","Cook",596.6569351
"2199","Lynwood","Cook",596.6569351
"2200","Berwyn","Cook",596.6569351
"2201","Lemont","Cook",596.6569351
"2202","Oak Forest","Cook",596.6569351
"2203","Hazel Crest","Cook",596.6569351
"2204","Barrington Hills","Cook",596.6569351
"2205","Hazel Green","Cook",596.6569351
"2206","River Grove","Cook",596.6569351
"2207","Park Ridge","Cook",596.6569351
"2208","Calumet Park","Cook",596.6569351
"2209","Sauk Village","Cook",596.6569351
"2210","Midlothian","Cook",596.6569351
"2211","Harwood Heights","Cook",596.6569351
"2212","Morton Grove","Cook",596.6569351
"2213","Justice","Cook",596.6569351
"2214","Thornton","Cook",596.6569351
"2215","Lansing","Cook",596.6569351
"2216","McCook","Cook",596.6569351
"2217","Melrose Park","Cook",596.6569351
"2218","Broadview","Cook",596.6569351
"2219","Prospect Heights","Cook",596.6569351
"2220","Phoenix","Cook",596.6569351
"2221","Brookfield","Cook",596.6569351
"2222","Glenview","Cook",596.6569351
"2223","Rolling Meadows","Cook",596.6569351
"2224","Stickney","Cook",596.6569351
"2225","Dolton","Cook",596.6569351
"2226","Summit","Cook",596.6569351
"2227","Glenwood","Cook",596.6569351
"2228","Northfield","Cook",596.6569351
"2229","Orland Park","Cook",596.6569351
"2230","Bellwood","Cook",596.6569351
"2231","Indian Head Park","Cook",596.6569351
"2232","Forest Park","Cook",596.6569351
"2233","Riverside","Cook",596.6569351
"2234","Rosemont","Cook",596.6569351
"2235","Flossmoor","Cook",596.6569351
"2236","Alsip","Cook",596.6569351
"2237","Streamwood","Cook",596.6569351
"2238","Forest View","Cook",596.6569351
"2239","Orland Hills","Cook",596.6569351
"2240","Bridgeview","Cook",596.6569351
"2241","Palos Hills","Cook",596.6569351
"2242","South Barrington","Cook",596.6569351
"2243","Bartlett","Cook",596.6569351
"2244","Westchester","Cook",596.6569351
"2245","Lyons","Cook",596.6569351
"2246","Skokie","Cook",596.6569351
"2247","Northlake","Cook",596.6569351
"2248","Niles","Cook",596.6569351
"2249","Hodgkins","Cook",596.6569351
"2250","Oak Park","Cook",596.6569351
"2251","Merrionette Park","Cook",596.6569351
"2252","Holbrook","Cook",596.6569351
"2253","Richton Park","Cook",596.6569351
"2254","Palos Heights","Cook",596.6569351
"2255","Homewood","Cook",596.6569351
"2256","Ford Heights","Cook",596.6569351
"2257","Tinley Park","Cook",596.6569351
"2258","Chicago Heights","Cook",596.6569351
"2259","Park Forest","Cook",596.6569351
"2260","Schiller Park","Cook",596.6569351
"2261","La Grange","Cook",596.6569351
"2262","Schaumburg","Cook",596.6569351
"2263","Robbins","Cook",596.6569351
"2264","Northbrook","Cook",596.6569351
"2265","Oak Lawn","Cook",596.6569351
"2266","Steger","Cook",596.6569351
"2267","Wilmette","Cook",596.6569351
"2268","Berkeley","Cook",596.6569351
"2269","University Park","Cook",596.6569351
"2270","East Hazel Crest","Cook",596.6569351
"2271","Olympia Fields","Cook",596.6569351
"2272","Winnetka","Cook",596.6569351
"2273","Elmwood Park","Cook",596.6569351
"2274","Hometown","Cook",596.6569351
"2275","Lincolnwood","Cook",596.6569351
"2276","Riverdale","Cook",596.6569351
"2277","Crestwood","Cook",596.6569351
"2278","Calumet City","Cook",596.6569351
"2279","Glencoe","Cook",596.6569351
"2280","Wheeling","Cook",596.6569351
"2281","North Riverside","Cook",596.6569351
"2282","Bedford Park","Cook",596.6569351
"2283","Franklin Park","Cook",596.6569351
"2284","Blue Island","Cook",596.6569351
"2285","Hastings","Cook",596.6569351
"2286","La Grange Park","Cook",596.6569351
"2287","Matteson","Cook",596.6569351
"2288","Stone Park","Cook",596.6569351
"2289","Palos Park","Cook",596.6569351
"2290","Evergreen Park","Cook",596.6569351
"2291","Worth","Cook",596.6569351
"2292","Norridge","Cook",596.6569351
"2293","Buffalo Grove","Cook",596.6569351
"2294","Burnham","Cook",596.6569351
"2295","Hoffman Estates","Cook",596.6569351
"2296","South Chicago Heights","Cook",596.6569351
"2297","Inverness","Cook",596.6569351
"2298","Mount Prospect","Cook",596.6569351
"2299","Barrington Woods","Cook",596.6569351
"2300","Country Club Hills","Cook",596.6569351
"2301","Western Springs","Cook",596.6569351
"2302","Des Plaines","Cook",596.6569351
"2303","Palatine","Cook",596.6569351
"2304","Golf","Cook",596.6569351
"2305","Barrington","Cook",596.6569351
"2306","New Washington","Clark",593.2458517
"2307","Charlestown","Clark",593.2458517
"2308","Jeffersonville","Clark",593.2458517
"2309","Borden","Clark",593.2458517
"2310","Utica","Clark",593.2458517
"2311","Underwood","Clark",593.2458517
"2312","Clarksville","Clark",593.2458517
"2313","Sellersburg","Clark",593.2458517
"2314","Otisco","Clark",593.2458517
"2315","Henryville","Clark",593.2458517
"2316","Memphis","Clark",593.2458517
"2317","North Druid Hills","DeKalb",592.9851123
"2318","Emory","DeKalb",592.9851123
"2319","Dunwoody","DeKalb",592.9851123
"2320","Gresham Park","DeKalb",592.9851123
"2321","Lithonia","DeKalb",592.9851123
"2322","Brookhaven","DeKalb",592.9851123
"2323","Stonecrest","DeKalb",592.9851123
"2324","Snapfinger","DeKalb",592.9851123
"2325","Glen Haven","DeKalb",592.9851123
"2326","Pine Lake","DeKalb",592.9851123
"2327","Chamblee","DeKalb",592.9851123
"2328","Decatur","DeKalb",592.9851123
"2329","Scottdale","DeKalb",592.9851123
"2330","Tucker","DeKalb",592.9851123
"2331","Avondale Estates","DeKalb",592.9851123
"2332","Druid Hills","DeKalb",592.9851123
"2333","North Decatur","DeKalb",592.9851123
"2334","Redan","DeKalb",592.9851123
"2335","Belvedere Park","DeKalb",592.9851123
"2336","Doraville","DeKalb",592.9851123
"2337","Clarkston","DeKalb",592.9851123
"2338","Stone Mountain","DeKalb",592.9851123
"2339","Belmont","DeKalb",592.9851123
"2340","North Atlanta","DeKalb",592.9851123
"2341","Panthersville","DeKalb",592.9851123
"2342","Juilliard","Potter",592.6303417
"2343","Gentry","Potter",592.6303417
"2344","Puente","Potter",592.6303417
"2345","Boden","Potter",592.6303417
"2346","Gluck","Potter",592.6303417
"2347","Saint Francis","Potter",592.6303417
"2348","Amarillo","Potter",592.6303417
"2349","Ady","Potter",592.6303417
"2350","Bushland","Potter",592.6303417
"2351","Chunky","Potter",592.6303417
"2352","Pullman","Potter",592.6303417
"2353","Marsh","Potter",592.6303417
"2354","Cliffside","Potter",592.6303417
"2355","Bishop Hills","Potter",592.6303417
"2356","Van","Arkansas",591.1487458
"2357","Stuttgart","Arkansas",591.1487458
"2358","Gillett","Arkansas",591.1487458
"2359","Humphrey","Arkansas",591.1487458
"2360","Bayou Meto","Arkansas",591.1487458
"2361","Tichnor","Arkansas",591.1487458
"2362","Casscoe","Arkansas",591.1487458
"2363","Saint Charles","Arkansas",591.1487458
"2364","Crocketts Bluff","Arkansas",591.1487458
"2365","De Witt","Arkansas",591.1487458
"2366","Almyra","Arkansas",591.1487458
"2367","Jennie","Chicot",591.0895457
"2368","Eudora","Chicot",591.0895457
"2369","Dermott","Chicot",591.0895457
"2370","Chicot","Chicot",591.0895457
"2371","Lake Village","Chicot",591.0895457
"2372","Readland","Chicot",591.0895457
"2373","Hereford","Cochise",590.856781
"2374","Pirtleville","Cochise",590.856781
"2375","Whetstone","Cochise",590.856781
"2376","Gleeson","Cochise",590.856781
"2377","San Simon","Cochise",590.856781
"2378","Dragoon","Cochise",590.856781
"2379","Tombstone","Cochise",590.856781
"2380","Mescal","Cochise",590.856781
"2381","Bowie","Cochise",590.856781
"2382","Dos Cabezas","Cochise",590.856781
"2383","McNeal","Cochise",590.856781
"2384","Palominas","Cochise",590.856781
"2385","Curtiss","Cochise",590.856781
"2386","Douglas","Cochise",590.856781
"2387","Huachuca City","Cochise",590.856781
"2388","Bisbee","Cochise",590.856781
"2389","Sierra Vista","Cochise",590.856781
"2390","Pearce","Cochise",590.856781
"2391","Cochise","Cochise",590.856781
"2392","Benson","Cochise",590.856781
"2393","Miracle Valley","Cochise",590.856781
"2394","Naco","Cochise",590.856781
"2395","Saint David","Cochise",590.856781
"2396","Sunizona","Cochise",590.856781
"2397","Willcox","Cochise",590.856781
"2398","Paul Spur","Cochise",590.856781
"2399","Lewis Springs","Cochise",590.856781
"2400","Double Adobe","Cochise",590.856781
"2401","Elfrida","Cochise",590.856781
"2402","Portal","Cochise",590.856781
"2403","Nicksville","Cochise",590.856781
"2404","Edwardsville","Wyandotte",590.457901
"2405","Pomeroy","Wyandotte",590.457901
"2406","Bonner Springs","Wyandotte",590.457901
"2407","Piper","Wyandotte",590.457901
"2408","Kansas City","Wyandotte",590.457901
"2409","Wolcott","Wyandotte",590.457901
"2410","Ashburn","Turner",590.1155643
"2411","Rebecca","Turner",590.1155643
"2412","Sycamore","Turner",590.1155643
"2413","Dakota","Turner",590.1155643
"2414","Coverdale","Turner",590.1155643
"2415","Upper Lake","Lake",588.7879737
"2416","Clearlake","Lake",588.7879737
"2417","Kelseyville","Lake",588.7879737
"2418","Hobergs","Lake",588.7879737
"2419","Soda Bay","Lake",588.7879737
"2420","Lucerne","Lake",588.7879737
"2421","Middletown","Lake",588.7879737
"2422","Lower Lake","Lake",588.7879737
"2423","Lakeport","Lake",588.7879737
"2424","Hidden Valley Lake","Lake",588.7879737
"2425","Nice","Lake",588.7879737
"2426","Clearlake Oaks","Lake",588.7879737
"2427","Cobb","Lake",588.7879737
"2428","Columbus","Luna",588.020601
"2429","Mountain View","Luna",588.020601
"2430","Carne","Luna",588.020601
"2431","Florida","Luna",588.020601
"2432","Deming","Luna",588.020601
"2433","Nutt","Luna",588.020601
"2434","Gage","Luna",588.020601
"2435","Sunshine","Luna",588.020601
"2436","Bradenton","Manatee",585.7833537
"2437","Anna Maria","Manatee",585.7833537
"2438","Bradenton Beach","Manatee",585.7833537
"2439","Palmetto","Manatee",585.7833537
"2440","South Bradenton","Manatee",585.7833537
"2441","Bayshore Gardens","Manatee",585.7833537
"2442","Rubonia","Manatee",585.7833537
"2443","Myakka City","Manatee",585.7833537
"2444","West Samoset","Manatee",585.7833537
"2445","West Bradenton","Manatee",585.7833537
"2446","Cortez","Manatee",585.7833537
"2447","Tallevast","Manatee",585.7833537
"2448","Holmes Beach","Manatee",585.7833537
"2449","Longboat Key","Manatee",585.7833537
"2450","Verna","Manatee",585.7833537
"2451","Parrish","Manatee",585.7833537
"2452","Ellenton","Manatee",585.7833537
"2453","Memphis","Manatee",585.7833537
"2454","Samoset","Manatee",585.7833537
"2455","Piney Point","Manatee",585.7833537
"2456","Parmalee","Manatee",585.7833537
"2457","Duette","Manatee",585.7833537
"2458","West Springfield","Hampden",583.3274487
"2459","Chicopee","Hampden",583.3274487
"2460","Holland","Hampden",583.3274487
"2461","Longmeadow","Hampden",583.3274487
"2462","Bondsville","Hampden",583.3274487
"2463","Russell","Hampden",583.3274487
"2464","Chester","Hampden",583.3274487
"2465","Westfield","Hampden",583.3274487
"2466","Holyoke","Hampden",583.3274487
"2467","Agawam","Hampden",583.3274487
"2468","Wilbraham","Hampden",583.3274487
"2469","Springfield","Hampden",583.3274487
"2470","Blandford","Hampden",583.3274487
"2471","Tallapoosa","Haralson",582.5583436
"2472","Bremen","Haralson",582.5583436
"2473","Buchanan","Haralson",582.5583436
"2474","Waco","Haralson",582.5583436
"2475","Draketown","Haralson",582.5583436
"2476","Newark","New Castle",581.7888096
"2477","Talleyville","New Castle",581.7888096
"2478","Roseville Park","New Castle",581.7888096
"2479","Stanton","New Castle",581.7888096
"2480","Holly Oak","New Castle",581.7888096
"2481","Christiana","New Castle",581.7888096
"2482","Saint Georges","New Castle",581.7888096
"2483","Edgemoor","New Castle",581.7888096
"2484","Ogletown","New Castle",581.7888096
"2485","Middletown","New Castle",581.7888096
"2486","Newport","New Castle",581.7888096
"2487","Brookside","New Castle",581.7888096
"2488","Marshallton","New Castle",581.7888096
"2489","Claymont","New Castle",581.7888096
"2490","Westover Hills","New Castle",581.7888096
"2491","Centerville","New Castle",581.7888096
"2492","Holloway Terrace","New Castle",581.7888096
"2493","Townsend","New Castle",581.7888096
"2494","Minquadale","New Castle",581.7888096
"2495","Rockland","New Castle",581.7888096
"2496","Montchanin","New Castle",581.7888096
"2497","Pleasantville","New Castle",581.7888096
"2498","Greenville","New Castle",581.7888096
"2499","Pike Creek Valley","New Castle",581.7888096
"2500","Hockessin","New Castle",581.7888096
"2501","Collins Park","New Castle",581.7888096
"2502","Delaware City","New Castle",581.7888096
"2503","Fairfax","New Castle",581.7888096
"2504","Wilmington Manor","New Castle",581.7888096
"2505","Ardentown","New Castle",581.7888096
"2506","Ardencroft","New Castle",581.7888096
"2507","Glasgow","New Castle",581.7888096
"2508","Odessa","New Castle",581.7888096
"2509","Elsmere","New Castle",581.7888096
"2510","Arden","New Castle",581.7888096
"2511","Bear","New Castle",581.7888096
"2512","Milford Crossroads","New Castle",581.7888096
"2513","Pike Creek","New Castle",581.7888096
"2514","Wilmington","New Castle",581.7888096
"2515","Bellefonte","New Castle",581.7888096
"2516","New Castle","New Castle",581.7888096
"2517","Yorklyn","New Castle",581.7888096
"2518","North Star","New Castle",581.7888096
"2519","Ohatchee","Calhoun",580.7976974
"2520","Piedmont","Calhoun",580.7976974
"2521","Oxford","Calhoun",580.7976974
"2522","Nances Creek","Calhoun",580.7976974
"2523","Eulaton","Calhoun",580.7976974
"2524","White Plains","Calhoun",580.7976974
"2525","Choccolocco","Calhoun",580.7976974
"2526","Jacksonville","Calhoun",580.7976974
"2527","Anniston","Calhoun",580.7976974
"2528","Wellington","Calhoun",580.7976974
"2529","Saks","Calhoun",580.7976974
"2530","Hobson City","Calhoun",580.7976974
"2531","Alexandria","Calhoun",580.7976974
"2532","DeArmanville","Calhoun",580.7976974
"2533","Weaver","Calhoun",580.7976974
"2534","Pomona","Jackson",580.1317417
"2535","De Soto","Jackson",580.1317417
"2536","Elkville","Jackson",580.1317417
"2537","Dowell","Jackson",580.1317417
"2538","Harrison","Jackson",580.1317417
"2539","Grand Tower","Jackson",580.1317417
"2540","Carbondale","Jackson",580.1317417
"2541","Ava","Jackson",580.1317417
"2542","Campbell Hill","Jackson",580.1317417
"2543","Makanda","Jackson",580.1317417
"2544","Murphysboro","Jackson",580.1317417
"2545","Gorham","Jackson",580.1317417
"2546","Vergennes","Jackson",580.1317417
"2547","Bloomingdale","Sullivan",578.5625339
"2548","Blountville","Sullivan",578.5625339
"2549","Walnut Hill","Sullivan",578.5625339
"2550","Bluff City","Sullivan",578.5625339
"2551","Bristol","Sullivan",578.5625339
"2552","Lynn Garden","Sullivan",578.5625339
"2553","Kingsport","Sullivan",578.5625339
"2554","Colonial Heights","Sullivan",578.5625339
"2555","Parker","Greenville",577.3131534
"2556","Wade Hampton","Greenville",577.3131534
"2557","Greer","Greenville",577.3131534
"2558","Tigerville","Greenville",577.3131534
"2559","Marietta","Greenville",577.3131534
"2560","Sans Souci","Greenville",577.3131534
"2561","Welcome","Greenville",577.3131534
"2562","Five Forks","Greenville",577.3131534
"2563","Golden Grove","Greenville",577.3131534
"2564","Judson","Greenville",577.3131534
"2565","Slater","Greenville",577.3131534
"2566","Cleveland","Greenville",577.3131534
"2567","Simpsonville","Greenville",577.3131534
"2568","Dunean","Greenville",577.3131534
"2569","Gantt","Greenville",577.3131534
"2570","Greenville","Greenville",577.3131534
"2571","Fountain Inn","Greenville",577.3131534
"2572","Berea","Greenville",577.3131534
"2573","Mauldin","Greenville",577.3131534
"2574","Taylors","Greenville",577.3131534
"2575","Ware Place","Greenville",577.3131534
"2576","City View","Greenville",577.3131534
"2577","Travelers Rest","Greenville",577.3131534
"2578","Glenview Manor","Jefferson",576.7462264
"2579","Kingsley","Jefferson",576.7462264
"2580","Jeffersontown","Jefferson",576.7462264
"2581","Meadow Vale","Jefferson",576.7462264
"2582","Wildwood","Jefferson",576.7462264
"2583","Briarwood","Jefferson",576.7462264
"2584","Blue Ridge Manor","Jefferson",576.7462264
"2585","Moorland","Jefferson",576.7462264
"2586","Hollyvilla","Jefferson",576.7462264
"2587","Old Brownsboro Place","Jefferson",576.7462264
"2588","Windy Hills","Jefferson",576.7462264
"2589","Glenview Hills","Jefferson",576.7462264
"2590","Louisville","Jefferson",576.7462264
"2591","Heritage Creek","Jefferson",576.7462264
"2592","Middletown","Jefferson",576.7462264
"2593","Spring Mill","Jefferson",576.7462264
"2594","Goose Creek","Jefferson",576.7462264
"2595","Coldstream","Jefferson",576.7462264
"2596","Beechwood Village","Jefferson",576.7462264
"2597","Northfield","Jefferson",576.7462264
"2598","Strathmoor Manor","Jefferson",576.7462264
"2599","Richlawn","Jefferson",576.7462264
"2600","Norbourne Estates","Jefferson",576.7462264
"2601","Manor Creek","Jefferson",576.7462264
"2602","Glenview","Jefferson",576.7462264
"2603","Bancroft","Jefferson",576.7462264
"2604","Broeck Pointe","Jefferson",576.7462264
"2605","Seneca Gardens","Jefferson",576.7462264
"2606","Maryhill Estates","Jefferson",576.7462264
"2607","Cambridge","Jefferson",576.7462264
"2608","Hollow Creek","Jefferson",576.7462264
"2609","Watterson Park","Jefferson",576.7462264
"2610","Poplar Hills","Jefferson",576.7462264
"2611","Audubon Park","Jefferson",576.7462264
"2612","Creekside","Jefferson",576.7462264
"2613","Lynnview","Jefferson",576.7462264
"2614","Bellewood","Jefferson",576.7462264
"2615","Spring Valley","Jefferson",576.7462264
"2616","Thornhill","Jefferson",576.7462264
"2617","Lincolnshire","Jefferson",576.7462264
"2618","Ten Broeck","Jefferson",576.7462264
"2619","Rolling Fields","Jefferson",576.7462264
"2620","Sycamore","Jefferson",576.7462264
"2621","Woodlawn Park","Jefferson",576.7462264
"2622","Lyndon","Jefferson",576.7462264
"2623","Graymoor-Devondale","Jefferson",576.7462264
"2624","Hills and Dales","Jefferson",576.7462264
"2625","Forest Hills","Jefferson",576.7462264
"2626","Meadowbrook Farm","Jefferson",576.7462264
"2627","Brownsboro Village","Jefferson",576.7462264
"2628","Fincastle","Jefferson",576.7462264
"2629","Green Spring","Jefferson",576.7462264
"2630","Druid Hills","Jefferson",576.7462264
"2631","Barbourmeade","Jefferson",576.7462264
"2632","Brownsboro Farm","Jefferson",576.7462264
"2633","Wellington","Jefferson",576.7462264
"2634","Norwood","Jefferson",576.7462264
"2635","Murray Hill","Jefferson",576.7462264
"2636","Mockingbird Valley","Jefferson",576.7462264
"2637","Plantation","Jefferson",576.7462264
"2638","Houston Acres","Jefferson",576.7462264
"2639","Anchorage","Jefferson",576.7462264
"2640","Crossgate","Jefferson",576.7462264
"2641","Langdon Place","Jefferson",576.7462264
"2642","Hickory Hill","Jefferson",576.7462264
"2643","Rolling Hills","Jefferson",576.7462264
"2644","Riverwood","Jefferson",576.7462264
"2645","Westwood","Jefferson",576.7462264
"2646","Strathmoor Village","Jefferson",576.7462264
"2647","Woodland Hills","Jefferson",576.7462264
"2648","Parkway Village","Jefferson",576.7462264
"2649","Worthington Hills","Jefferson",576.7462264
"2650","Shively","Jefferson",576.7462264
"2651","West Buechel","Jefferson",576.7462264
"2652","Prospect","Jefferson",576.7462264
"2653","Saint Matthews","Jefferson",576.7462264
"2654","Hurstbourne Acres","Jefferson",576.7462264
"2655","Meadowview Estates","Jefferson",576.7462264
"2656","South Park View","Jefferson",576.7462264
"2657","Douglass Hills","Jefferson",576.7462264
"2658","Indian Hills","Jefferson",576.7462264
"2659","Saint Regis Park","Jefferson",576.7462264
"2660","Hurstbourne","Jefferson",576.7462264
"2661","Bellemeade","Jefferson",576.7462264
"2662","McKittrick","Kern",575.8432818
"2663","Valley Acres","Kern",575.8432818
"2664","Tupman","Kern",575.8432818
"2665","Golden Hills","Kern",575.8432818
"2666","Weedpatch","Kern",575.8432818
"2667","Bakersfield","Kern",575.8432818
"2668","Garlock","Kern",575.8432818
"2669","Dustin Acres","Kern",575.8432818
"2670","Di Giorgio","Kern",575.8432818
"2671","China Lake Acres","Kern",575.8432818
"2672","Mettler","Kern",575.8432818
"2673","Wasco","Kern",575.8432818
"2674","Delano","Kern",575.8432818
"2675","Cherokee Strip","Kern",575.8432818
"2676","Wofford Heights","Kern",575.8432818
"2677","Lamont","Kern",575.8432818
"2678","North Edwards","Kern",575.8432818
"2679","Monolith","Kern",575.8432818
"2680","Wheeler Ridge","Kern",575.8432818
"2681","Onyx","Kern",575.8432818
"2682","Pond","Kern",575.8432818
"2683","Maricopa","Kern",575.8432818
"2684","Bear Valley Springs","Kern",575.8432818
"2685","Mountain Mesa","Kern",575.8432818
"2686","Frazier Park","Kern",575.8432818
"2687","Ridgecrest","Kern",575.8432818
"2688","Caliente","Kern",575.8432818
"2689","Lake Isabella","Kern",575.8432818
"2690","Cantil","Kern",575.8432818
"2691","Buttonwillow","Kern",575.8432818
"2692","Miracle Hot Springs","Kern",575.8432818
"2693","Greenacres","Kern",575.8432818
"2694","Mojave","Kern",575.8432818
"2695","Rosamond","Kern",575.8432818
"2696","Arvin","Kern",575.8432818
"2697","Edison","Kern",575.8432818
"2698","Kernville","Kern",575.8432818
"2699","Mexican Colony","Kern",575.8432818
"2700","Squirrel Mountain Valley","Kern",575.8432818
"2701","Pine Mountain Club","Kern",575.8432818
"2702","Lake of the Woods","Kern",575.8432818
"2703","Bodfish","Kern",575.8432818
"2704","Oildale","Kern",575.8432818
"2705","Weldon","Kern",575.8432818
"2706","Inyokern","Kern",575.8432818
"2707","Johannesburg","Kern",575.8432818
"2708","Keene","Kern",575.8432818
"2709","Randsburg","Kern",575.8432818
"2710","South Lake","Kern",575.8432818
"2711","Taft Heights","Kern",575.8432818
"2712","Edmundson Acres","Kern",575.8432818
"2713","Taft","Kern",575.8432818
"2714","Lebec","Kern",575.8432818
"2715","South Taft","Kern",575.8432818
"2716","Fuller Acres","Kern",575.8432818
"2717","Shafter","Kern",575.8432818
"2718","Smith Corner","Kern",575.8432818
"2719","Ford City","Kern",575.8432818
"2720","Searles","Kern",575.8432818
"2721","Derby Acres","Kern",575.8432818
"2722","Lost Hills","Kern",575.8432818
"2723","Tehachapi","Kern",575.8432818
"2724","California City","Kern",575.8432818
"2725","McFarland","Kern",575.8432818
"2726","Rosedale","Kern",575.8432818
"2727","Fellows","Kern",575.8432818
"2728","Stallion Springs","Kern",575.8432818
"2729","Boron","Kern",575.8432818
"2730","Lake City","Clayton",575.2781773
"2731","Rex","Clayton",575.2781773
"2732","Mountain View","Clayton",575.2781773
"2733","Morrow","Clayton",575.2781773
"2734","Ellenwood","Clayton",575.2781773
"2735","Jonesboro","Clayton",575.2781773
"2736","Forest Park","Clayton",575.2781773
"2737","Lovejoy","Clayton",575.2781773
"2738","Bonanza","Clayton",575.2781773
"2739","Irondale","Clayton",575.2781773
"2740","Conley","Clayton",575.2781773
"2741","Riverdale","Clayton",575.2781773
"2742","Johnsville","Plumas",572.6708733
"2743","Bucks Lake","Plumas",572.6708733
"2744","Quincy","Plumas",572.6708733
"2745","Twain","Plumas",572.6708733
"2746","Spring Garden","Plumas",572.6708733
"2747","Vinton","Plumas",572.6708733
"2748","Caribou","Plumas",572.6708733
"2749","Lake Almanor Peninsula","Plumas",572.6708733
"2750","Graeagle","Plumas",572.6708733
"2751","Storrie","Plumas",572.6708733
"2752","Clio","Plumas",572.6708733
